                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    164,                0.69744,                0.65195,                0.90643,                0.98737,                      1,                  0.995,                0.92031,                0.41005,                0.49413,                0.82086,               0.004621,               0.004621,               0.004621
                    165,                0.67926,                0.61075,                0.89108,                0.96141,                0.94851,                  0.995,                0.87691,                0.44135,                0.61071,                0.83177,               0.004588,               0.004588,               0.004588
                    166,                0.78534,                0.61898,                0.93835,                0.96899,                0.99395,                  0.995,                0.91516,                0.40792,                0.52778,                0.82028,               0.004555,               0.004555,               0.004555
                    167,                 0.7591,                0.61793,                0.91282,                0.96873,                0.99892,                  0.995,                0.86943,                0.53093,                0.53257,                0.86632,               0.004522,               0.004522,               0.004522
                    168,                0.70852,                0.56624,                0.89788,                0.97956,                      1,                  0.995,                0.90589,                0.37697,                0.48722,                0.81976,               0.004489,               0.004489,               0.004489
                    169,                0.64668,                0.57047,                0.88413,                0.98762,                      1,                  0.995,                0.91297,                0.45928,                0.44168,                0.83315,               0.004456,               0.004456,               0.004456
                    170,                0.65038,                0.59474,                0.89414,                0.99174,                      1,                  0.995,                0.94631,                0.36906,                0.43517,                0.81551,               0.004423,               0.004423,               0.004423
                    171,                0.65166,                0.62261,                0.89342,                0.99065,                      1,                  0.995,                0.90928,                0.47497,                 0.4678,                0.83197,                0.00439,                0.00439,                0.00439
                    172,                0.79178,                0.60948,                0.91744,                0.99104,                      1,                  0.995,                0.94029,                0.37741,                0.47339,                0.81737,               0.004357,               0.004357,               0.004357
                    173,                0.75629,                0.62354,                0.91528,                0.98905,                      1,                  0.995,                0.90929,                 0.4985,                0.48664,                0.84811,               0.004324,               0.004324,               0.004324
                    174,                 0.7157,                0.63339,                0.91354,                0.98905,                      1,                  0.995,                0.92101,                0.34915,                0.44632,                0.81278,               0.004291,               0.004291,               0.004291
                    175,                0.81618,                0.66244,                0.95885,                0.98952,                      1,                  0.995,                0.88942,                0.45253,                0.47507,                0.84349,               0.004258,               0.004258,               0.004258
                    176,                0.64877,                 0.5973,                0.88622,                0.99034,                      1,                  0.995,                0.90365,                0.37853,                0.43608,                0.81633,               0.004225,               0.004225,               0.004225
                    177,                0.76153,                 0.5903,                0.90663,                0.99046,                      1,                  0.995,                 0.9093,                0.46504,                 0.4668,                0.83988,               0.004192,               0.004192,               0.004192
                    178,                0.73667,                0.58656,                0.90079,                0.99014,                      1,                  0.995,                0.91356,                0.36341,                0.42784,                0.81741,               0.004159,               0.004159,               0.004159
                    179,                0.81381,                0.63683,                0.96518,                0.98977,                      1,                  0.995,                0.93237,                0.39218,                0.43398,                0.82169,               0.004126,               0.004126,               0.004126
                    180,                0.68299,                0.56204,                0.89007,                0.98937,                      1,                  0.995,                0.88464,                 0.4704,                0.43669,                0.84974,               0.004093,               0.004093,               0.004093
                    181,                 0.6386,                0.57672,                0.89409,                0.98875,                      1,                  0.995,                0.92058,                 0.4188,                 0.4653,                0.82757,                0.00406,                0.00406,                0.00406
                    182,                0.61253,                0.56242,                0.89485,                0.99088,                      1,                  0.995,                0.90989,                0.41552,                0.45099,                0.83087,               0.004027,               0.004027,               0.004027
                    183,                0.70957,                0.59545,                0.89024,                0.99105,                      1,                  0.995,                0.92398,                0.39794,                0.44198,                0.82307,               0.003994,               0.003994,               0.003994
                    184,                0.55269,                0.55011,                0.83307,                0.98774,                      1,                  0.995,                0.91638,                0.42084,                0.44537,                0.83156,               0.003961,               0.003961,               0.003961
                    185,                0.65912,                0.57366,                0.89522,                0.98573,                      1,                  0.995,                0.92933,                0.40615,                0.40782,                 0.8259,               0.003928,               0.003928,               0.003928
                    186,                0.66323,                0.56781,                0.86264,                0.98914,                      1,                  0.995,                0.91894,                0.43648,                 0.4239,                0.83436,               0.003895,               0.003895,               0.003895
                    187,                0.60858,                0.52934,                0.86527,                0.98806,                      1,                  0.995,                0.93296,                0.40744,                0.43637,                0.82798,               0.003862,               0.003862,               0.003862
                    188,                0.71066,                0.58579,                0.90945,                0.98944,                      1,                  0.995,                0.92977,                0.39202,                0.43989,                0.82716,               0.003829,               0.003829,               0.003829
                    189,                0.69644,                0.59414,                0.90184,                0.98304,                      1,                  0.995,                0.94079,                0.39994,                 0.4317,                0.82999,               0.003796,               0.003796,               0.003796
                    190,                0.58393,                0.53386,                0.86105,                0.98208,                      1,                  0.995,                0.93086,                 0.4181,                0.44497,                 0.8265,               0.003763,               0.003763,               0.003763
                    191,                0.67487,                0.55304,                0.88904,                0.98141,                      1,                  0.995,                0.96091,                0.38788,                0.46089,                0.82021,                0.00373,                0.00373,                0.00373
                    192,                0.69425,                  0.594,                 0.8906,                0.97426,                      1,                  0.995,                0.89895,                0.42658,                0.43339,                0.83718,               0.003697,               0.003697,               0.003697
                    193,                0.65997,                0.57163,                0.88867,                0.97508,                      1,                  0.995,                0.91154,                0.41067,                0.43523,                0.82685,               0.003664,               0.003664,               0.003664
                    194,                0.63254,                0.55299,                0.88761,                0.98155,                      1,                  0.995,                0.88928,                0.41046,                0.42091,                0.82958,               0.003631,               0.003631,               0.003631
                    195,                 0.5277,                 0.4897,                 0.8438,                0.98559,                      1,                  0.995,                0.90509,                0.43037,                 0.4436,                0.82739,               0.003598,               0.003598,               0.003598
                    196,                 0.6336,                 0.5286,                0.86046,                0.98425,                      1,                  0.995,                0.94328,                 0.3859,                0.43062,                0.82102,               0.003565,               0.003565,               0.003565
                    197,                0.66864,                0.57033,                 0.8815,                0.98363,                      1,                  0.995,                0.91939,                0.38845,                 0.4301,                0.82173,               0.003532,               0.003532,               0.003532
                    198,                 0.7883,                0.62755,                0.92273,                0.98346,                      1,                  0.995,                0.95476,                0.38062,                0.45085,                0.81846,               0.003499,               0.003499,               0.003499
                    199,                0.58061,                0.56321,                 0.8727,                0.98512,                      1,                  0.995,                0.93933,                 0.3792,                 0.4166,                0.81302,               0.003466,               0.003466,               0.003466
                    200,                0.62377,                0.57474,                0.86172,                0.98378,                      1,                  0.995,                0.93487,                0.36801,                0.42629,                0.81378,               0.003433,               0.003433,               0.003433
                    201,                0.60425,                0.52772,                0.90626,                0.98456,                      1,                  0.995,                0.95035,                0.37836,                0.41401,                0.81659,                 0.0034,                 0.0034,                 0.0034
                    202,                 0.6564,                0.56612,                0.89167,                0.98686,                      1,                  0.995,                0.93242,                0.37352,                0.40781,                0.81746,               0.003367,               0.003367,               0.003367
                    203,                0.56954,                0.51173,                0.84816,                0.98793,                      1,                  0.995,                0.91131,                 0.4286,                0.41802,                0.83259,               0.003334,               0.003334,               0.003334
                    204,                0.61071,                0.53527,                0.89455,                  0.989,                      1,                  0.995,                0.93587,                0.38288,                0.41627,                0.81495,               0.003301,               0.003301,               0.003301
                    205,                0.65276,                0.69062,                0.90445,                0.98866,                      1,                  0.995,                0.92172,                0.40002,                0.40837,                 0.8176,               0.003268,               0.003268,               0.003268
                    206,                0.60531,                0.53448,                0.88286,                0.97935,                      1,                  0.995,                0.91491,                0.44791,                0.44351,                0.83696,               0.003235,               0.003235,               0.003235
                    207,                0.67249,                0.56918,                0.88152,                0.97096,                      1,                  0.995,                0.93501,                0.38387,                0.43146,                0.82505,               0.003202,               0.003202,               0.003202
                    208,                0.67472,                0.58835,                0.87729,                0.96036,                0.99466,                  0.995,                0.93802,                0.37353,                0.43376,                  0.819,               0.003169,               0.003169,               0.003169
                    209,                0.64192,                0.57189,                0.87343,                0.95837,                0.99366,                  0.995,                0.94179,                0.35749,                0.44618,                0.81491,               0.003136,               0.003136,               0.003136
                    210,                0.61708,                0.54826,                0.89674,                0.95654,                0.99296,                  0.995,                0.94258,                0.34932,                0.43301,                0.80994,               0.003103,               0.003103,               0.003103
                    211,                0.65885,                0.55505,                0.88704,                0.98573,                0.94479,                  0.995,                0.92266,                0.40743,                0.48863,                0.82372,                0.00307,                0.00307,                0.00307
                    212,                 0.6138,                0.54758,                0.88409,                0.98261,                0.94428,                  0.995,                0.96739,                0.37189,                0.48027,                0.81593,               0.003037,               0.003037,               0.003037
                    213,                0.52421,                0.49241,                0.84352,                0.98291,                0.94632,                  0.995,                  0.922,                0.35976,                0.44981,                 0.8149,               0.003004,               0.003004,               0.003004
                    214,                0.59468,                0.53428,                0.90931,                0.97236,                0.99834,                  0.995,                 0.9384,                0.35482,                 0.4245,                0.81435,               0.002971,               0.002971,               0.002971
                    215,                0.58845,                0.51107,                0.86317,                 0.9744,                      1,                  0.995,                 0.9277,                 0.3889,                0.39159,                0.82343,               0.002938,               0.002938,               0.002938
                    216,                0.67898,                0.54987,                0.88263,                0.98739,                      1,                  0.995,                0.94137,                0.36931,                 0.3918,                0.81755,               0.002905,               0.002905,               0.002905
                    217,                 0.7108,                0.56303,                0.92734,                0.99045,                      1,                  0.995,                0.92158,                0.36647,                0.38216,                0.81552,               0.002872,               0.002872,               0.002872
                    218,                0.63671,                0.53563,                0.89592,                0.99009,                      1,                  0.995,                0.88832,                0.45959,                0.40119,                0.83627,               0.002839,               0.002839,               0.002839
                    219,                 0.5915,                0.56783,                 0.8663,                0.99135,                      1,                  0.995,                0.89462,                0.40286,                 0.3813,                0.82562,               0.002806,               0.002806,               0.002806
                    220,                0.57965,                0.57752,                0.86965,                 0.9914,                      1,                  0.995,                0.89277,                0.42846,                0.37262,                0.83382,               0.002773,               0.002773,               0.002773
                    221,                0.58358,                0.51937,                0.86866,                0.99146,                      1,                  0.995,                0.89983,                0.40685,                0.36465,                0.83006,                0.00274,                0.00274,                0.00274
                    222,                0.51751,                0.51923,                 0.8447,                0.98805,                      1,                  0.995,                0.88645,                0.42407,                0.38802,                0.82931,               0.002707,               0.002707,               0.002707
                    223,                0.66258,                0.52908,                0.87344,                0.98198,                      1,                  0.995,                0.88582,                0.47674,                0.39254,                0.84544,               0.002674,               0.002674,               0.002674
                    224,                 0.6244,                0.49586,                0.87313,                0.97382,                      1,                  0.995,                 0.8839,                0.39626,                0.41019,                0.82081,               0.002641,               0.002641,               0.002641
                    225,                0.72947,                0.61987,                0.91593,                0.97024,                      1,                  0.995,                0.90907,                0.39892,                0.41429,                0.82156,               0.002608,               0.002608,               0.002608
                    226,                0.63198,                0.54375,                0.88459,                 0.9655,                0.99999,                  0.995,                0.93782,                 0.3928,                0.43778,                0.81793,               0.002575,               0.002575,               0.002575
                    227,                0.55484,                0.53959,                0.86851,                 0.9736,                      1,                  0.995,                0.92366,                 0.3763,                0.40291,                0.81881,               0.002542,               0.002542,               0.002542
                    228,                0.59574,                0.49736,                0.84953,                0.98135,                      1,                  0.995,                0.91857,                 0.3862,                0.38425,                 0.8212,               0.002509,               0.002509,               0.002509
                    229,                0.50969,                 0.4705,                0.84092,                 0.9844,                      1,                  0.995,                0.90744,                0.40221,                0.38718,                0.82532,               0.002476,               0.002476,               0.002476
                    230,                0.63853,                0.52763,                0.86799,                0.99128,                      1,                  0.995,                0.92389,                0.39343,                0.37865,                0.81961,               0.002443,               0.002443,               0.002443
                    231,                 0.5098,                0.46413,                0.85135,                0.99148,                      1,                  0.995,                0.91878,                0.39878,                0.37664,                0.82205,                0.00241,                0.00241,                0.00241
                    232,                0.52883,                0.48913,                0.86168,                0.99063,                      1,                  0.995,                0.91965,                0.38513,                0.37503,                0.81692,               0.002377,               0.002377,               0.002377
                    233,                0.49409,                0.46987,                0.84938,                0.98783,                      1,                  0.995,                 0.9113,                0.37175,                0.37267,                0.81313,               0.002344,               0.002344,               0.002344
                    234,                0.52429,                0.47611,                0.83386,                0.98646,                      1,                  0.995,                0.92866,                0.39552,                0.40079,                0.82124,               0.002311,               0.002311,               0.002311
                    235,                0.57913,                0.48982,                0.86662,                0.98553,                      1,                  0.995,                0.92533,                0.37823,                 0.3859,                0.81809,               0.002278,               0.002278,               0.002278
                    236,                0.52967,                0.46908,                0.84462,                 0.9859,                      1,                  0.995,                0.93516,                0.38102,                0.38831,                0.81567,               0.002245,               0.002245,               0.002245
                    237,                0.54466,                0.46912,                0.86131,                0.98751,                      1,                  0.995,                0.89149,                0.43596,                0.37776,                0.83639,               0.002212,               0.002212,               0.002212
                    238,                0.59813,                0.52837,                0.86676,                0.98818,                      1,                  0.995,                  0.912,                0.40869,                0.37027,                0.83004,               0.002179,               0.002179,               0.002179
                    239,                0.62298,                0.56998,                0.89763,                0.98813,                      1,                  0.995,                0.91827,                 0.4115,                0.38091,                0.83252,               0.002146,               0.002146,               0.002146
                    240,                0.69422,                0.68383,                 1.0004,                0.98743,                      1,                  0.995,                0.89717,                0.42835,                0.38978,                0.84094,               0.002113,               0.002113,               0.002113
                    241,                0.66563,                0.58492,                0.91574,                0.98654,                      1,                  0.995,                0.90555,                0.44702,                0.39609,                0.84685,                0.00208,                0.00208,                0.00208
                    242,                0.57714,                0.55579,                  0.864,                0.98543,                      1,                  0.995,                0.90351,                0.41156,                0.39145,                 0.8299,               0.002047,               0.002047,               0.002047
                    243,                0.55347,                 0.4945,                0.86875,                0.98499,                      1,                  0.995,                0.90359,                0.42221,                0.39352,                0.83204,               0.002014,               0.002014,               0.002014
                    244,                0.89222,                0.93178,                 1.0669,                0.98397,                      1,                  0.995,                0.90056,                0.40279,                0.38491,                0.82351,               0.001981,               0.001981,               0.001981
                    245,                0.58381,                0.51047,                0.88097,                0.98558,                      1,                  0.995,                0.90056,                0.37851,                0.36659,                0.81871,               0.001948,               0.001948,               0.001948
                    246,                0.54514,                0.52897,                0.85029,                0.98636,                      1,                  0.995,                0.93269,                0.35606,                0.35736,                0.81438,               0.001915,               0.001915,               0.001915
                    247,                0.50492,                0.45975,                0.85164,                0.98737,                      1,                  0.995,                0.95337,                0.34276,                0.36369,                0.80985,               0.001882,               0.001882,               0.001882
                    248,                0.55244,                0.49635,                0.86583,                0.98789,                      1,                  0.995,                0.95674,                0.34007,                0.35776,                 0.8079,               0.001849,               0.001849,               0.001849
                    249,                0.57268,                0.52825,                0.85436,                0.98812,                      1,                  0.995,                0.95674,                0.35238,                0.34983,                0.81032,               0.001816,               0.001816,               0.001816
                    250,                0.53205,                0.46663,                0.83446,                0.98885,                      1,                  0.995,                0.95345,                0.35435,                0.35699,                0.81248,               0.001783,               0.001783,               0.001783
                    251,                 0.4554,                0.45294,                0.83455,                0.98943,                      1,                  0.995,                0.96363,                0.35822,                0.35975,                0.81278,                0.00175,                0.00175,                0.00175
                    252,                0.49707,                0.49554,                0.85402,                  0.989,                      1,                  0.995,                0.94893,                0.35212,                0.37601,                0.81275,               0.001717,               0.001717,               0.001717
                    253,                0.51986,                0.47675,                0.84439,                0.98918,                      1,                  0.995,                0.94739,                0.35402,                0.36116,                0.81213,               0.001684,               0.001684,               0.001684
                    254,                0.89111,                0.66422,                 1.0776,                0.98947,                      1,                  0.995,                0.96289,                0.33632,                0.36922,                0.80927,               0.001651,               0.001651,               0.001651
                    255,                0.45212,                0.45535,                0.84648,                0.98941,                      1,                  0.995,                0.97338,                0.32022,                0.36145,                 0.8057,               0.001618,               0.001618,               0.001618
                    256,                0.64042,                0.53857,                 0.9204,                0.98975,                      1,                  0.995,                0.93796,                0.33095,                0.35772,                0.80712,               0.001585,               0.001585,               0.001585
                    257,                0.48226,                0.46009,                0.84749,                0.98882,                      1,                  0.995,                0.93669,                0.33083,                0.34718,                 0.8058,               0.001552,               0.001552,               0.001552
                    258,                 0.4982,                0.44962,                0.83232,                0.98969,                      1,                  0.995,                0.94009,                0.32272,                0.33565,                0.80696,               0.001519,               0.001519,               0.001519
                    259,                0.51999,                0.47934,                0.85248,                0.98954,                      1,                  0.995,                0.95226,                0.32034,                 0.3292,                0.80773,               0.001486,               0.001486,               0.001486
                    260,                 0.4768,                0.44229,                0.83432,                0.98997,                      1,                  0.995,                0.95226,                0.30761,                 0.3267,                0.80747,               0.001453,               0.001453,               0.001453
                    261,                 0.4987,                0.46276,                0.82789,                0.99054,                      1,                  0.995,                0.94522,                0.32929,                0.32643,                0.81138,                0.00142,                0.00142,                0.00142
                    262,                 0.5844,                0.58503,                0.89083,                0.99025,                      1,                  0.995,                0.95227,                 0.3154,                0.31892,                0.80935,               0.001387,               0.001387,               0.001387
                    263,                0.52917,                0.48677,                0.85301,                 0.9901,                      1,                  0.995,                0.94815,                0.31436,                0.33654,                0.80625,               0.001354,               0.001354,               0.001354
                    264,                0.52279,                0.51949,                0.84108,                0.98984,                      1,                  0.995,                0.95227,                0.32194,                0.33641,                0.80569,               0.001321,               0.001321,               0.001321
                    265,                0.53519,                0.45617,                0.86353,                0.98976,                      1,                  0.995,                0.96445,                  0.323,                0.32244,                0.80876,               0.001288,               0.001288,               0.001288
                    266,                0.52249,                0.48595,                0.86362,                0.98968,                      1,                  0.995,                0.96447,                0.32577,                0.33675,                0.80651,               0.001255,               0.001255,               0.001255
                    267,                0.48182,                0.43726,                0.83339,                 0.9895,                      1,                  0.995,                0.94722,                0.32719,                0.32575,                0.80605,               0.001222,               0.001222,               0.001222
                    268,                0.59567,                0.46659,                0.85487,                0.98921,                      1,                  0.995,                0.94723,                0.32976,                 0.3468,                0.80552,               0.001189,               0.001189,               0.001189
                    269,                0.45782,                0.44981,                0.82742,                0.98888,                      1,                  0.995,                0.94721,                0.32264,                0.32445,                 0.8038,               0.001156,               0.001156,               0.001156
                    270,                 0.4397,                0.46161,                0.82878,                0.98902,                      1,                  0.995,                0.94628,                0.32641,                0.32083,                0.80483,               0.001123,               0.001123,               0.001123
                    271,                0.51235,                0.46586,                0.82881,                0.98874,                      1,                  0.995,                0.94729,                0.31894,                0.33109,                0.80418,                0.00109,                0.00109,                0.00109
                    272,                0.51324,                0.48875,                0.85308,                0.98917,                      1,                  0.995,                0.95866,                0.32137,                0.33697,                0.80398,               0.001057,               0.001057,               0.001057
                    273,                0.46823,                0.45808,                0.84531,                0.98904,                      1,                  0.995,                0.96677,                0.32098,                0.34904,                0.80253,               0.001024,               0.001024,               0.001024
                    274,                0.51587,                0.48913,                0.85662,                0.98921,                      1,                  0.995,                0.95539,                0.33659,                0.33754,                0.80602,               0.000991,               0.000991,               0.000991
                    275,                  0.436,                0.43585,                0.81965,                0.98948,                      1,                  0.995,                0.94291,                0.33449,                0.33134,                0.80556,               0.000958,               0.000958,               0.000958
                    276,                0.46152,                0.44898,                0.86627,                0.98964,                      1,                  0.995,                0.93683,                0.33382,                0.32775,                0.80646,               0.000925,               0.000925,               0.000925
                    277,                 0.3986,                0.41783,                0.82682,                0.98985,                      1,                  0.995,                0.93103,                0.33899,                0.32881,                0.80831,               0.000892,               0.000892,               0.000892
                    278,                0.50161,                 0.4659,                0.84952,                0.98991,                      1,                  0.995,                0.92564,                0.35871,                0.32635,                0.81167,               0.000859,               0.000859,               0.000859
                    279,                0.48098,                0.44925,                0.80855,                0.99036,                      1,                  0.995,                0.94338,                0.36013,                0.31879,                0.81092,               0.000826,               0.000826,               0.000826
                    280,                0.47741,                0.44333,                0.80785,                0.99043,                      1,                  0.995,                0.94337,                0.36738,                0.32761,                 0.8118,               0.000793,               0.000793,               0.000793
                    281,                0.50812,                 0.4765,                0.84357,                0.99012,                      1,                  0.995,                 0.9434,                0.35586,                0.32448,                0.81232,                0.00076,                0.00076,                0.00076
                    282,                0.48824,                0.44472,                0.86268,                0.99016,                      1,                  0.995,                0.93629,                0.35087,                0.32265,                 0.8111,               0.000727,               0.000727,               0.000727
                    283,                0.46262,                0.45381,                0.84204,                0.99022,                      1,                  0.995,                0.94971,                0.35092,                0.31757,                0.81162,               0.000694,               0.000694,               0.000694
                    284,                0.40827,                   0.41,                0.80882,                0.99008,                      1,                  0.995,                0.94261,                0.34666,                0.31627,                0.81168,               0.000661,               0.000661,               0.000661
                    285,                0.49274,                0.45462,                0.83317,                0.99004,                      1,                  0.995,                0.93043,                0.34839,                0.32738,                0.81259,               0.000628,               0.000628,               0.000628
                    286,                0.42612,                0.43298,                0.83161,                0.99032,                      1,                  0.995,                0.93042,                0.34426,                0.32254,                0.81155,               0.000595,               0.000595,               0.000595
                    287,                0.42724,                0.42348,                0.83445,                0.99048,                      1,                  0.995,                0.93641,                0.34751,                0.32756,                0.81053,               0.000562,               0.000562,               0.000562
                    288,                0.45138,                0.44565,                0.82007,                0.99044,                      1,                  0.995,                 0.9497,                0.34645,                0.32169,                0.81129,               0.000529,               0.000529,               0.000529
                    289,                 0.4252,                0.42593,                0.82695,                0.99027,                      1,                  0.995,                0.93641,                  0.355,                0.32426,                0.81282,               0.000496,               0.000496,               0.000496
                    290,                0.36793,                0.38802,                0.78348,                0.99019,                      1,                  0.995,                0.93642,                 0.3584,                0.32497,                0.81321,               0.000463,               0.000463,               0.000463
                    291,                0.42447,                0.41178,                0.81147,                0.98976,                      1,                  0.995,                 0.9301,                0.36067,                0.32589,                0.81401,                0.00043,                0.00043,                0.00043
                    292,                0.42506,                0.43993,                0.81147,                0.98959,                      1,                  0.995,                0.91464,                0.36994,                0.33898,                0.81485,               0.000397,               0.000397,               0.000397
                    293,                0.37033,                0.39533,                0.82372,                 0.9895,                      1,                  0.995,                0.91462,                0.37295,                0.34186,                 0.8143,               0.000364,               0.000364,               0.000364
                    294,                0.40038,                0.40451,                0.81354,                0.98962,                      1,                  0.995,                0.93007,                0.36709,                0.33743,                0.81368,               0.000331,               0.000331,               0.000331
                    295,                0.49466,                0.42865,                0.83868,                0.98939,                      1,                  0.995,                0.93006,                0.36296,                0.33893,                0.81224,               0.000298,               0.000298,               0.000298
                    296,                0.40352,                0.42065,                0.82876,                0.98929,                      1,                  0.995,                0.92278,                0.35887,                0.33804,                0.81083,               0.000265,               0.000265,               0.000265
                    297,                0.35135,                0.38699,                0.80157,                0.98942,                      1,                  0.995,                0.92278,                0.35224,                 0.3335,                0.80966,               0.000232,               0.000232,               0.000232
                    298,                 0.3801,                0.38884,                0.79275,                0.98953,                      1,                  0.995,                0.94029,                0.34657,                0.33796,                0.80941,               0.000199,               0.000199,               0.000199
                    299,                0.42314,                0.40521,                0.82792,                0.98923,                      1,                  0.995,                0.94029,                0.34519,                0.34051,                0.80913,               0.000166,               0.000166,               0.000166
                      0,                0.49854,                0.46436,                0.85493,                 0.9901,                      1,                  0.995,                 0.9327,                0.34204,                0.33127,                0.80827,                 0.0973,                 0.0003,                 0.0003
                      1,                0.43271,                0.44421,                0.82642,                0.98852,                      1,                  0.995,                0.93683,                0.34229,                0.33257,                 0.8108,               0.093699,             0.00069861,             0.00069861
                      2,                0.44922,                0.44323,                0.83131,                0.98793,                      1,                  0.995,                0.93606,                0.34642,                0.32402,                0.80841,               0.090096,              0.0010956,              0.0010956
                      3,                0.50078,                0.45295,                 0.8278,                0.98872,                      1,                  0.995,                0.92952,                0.37698,                0.34514,                0.81993,               0.086491,              0.0014911,              0.0014911
                      4,                0.55935,                0.48477,                0.85576,                0.98848,                      1,                  0.995,                0.92694,                0.38458,                0.33656,                0.82122,               0.082885,               0.001885,               0.001885
                      5,                0.63595,                0.48692,                0.89501,                0.98712,                      1,                  0.995,                0.93706,                0.36374,                0.33092,                0.81481,               0.079277,              0.0022772,              0.0022772
                      6,                0.53722,                0.48261,                0.85098,                0.98779,                      1,                  0.995,                0.90877,                0.41561,                0.34563,                0.82759,               0.075668,              0.0026679,              0.0026679
                      7,                0.48579,                0.44135,                 0.8101,                0.98712,                      1,                  0.995,                0.93713,                0.44085,                0.36197,                0.83719,               0.072057,               0.003057,               0.003057
                      8,                0.58107,                0.51691,                0.86157,                0.98221,                      1,                  0.995,                0.95205,                0.36558,                0.38364,                0.80984,               0.068445,              0.0034446,              0.0034446
                      9,                0.51929,                  0.492,                0.83034,                0.97657,                      1,                  0.995,                0.92801,                0.42571,                0.39753,                0.82527,               0.064831,              0.0038305,              0.0038305
                     10,                0.54728,                0.45717,                 0.8465,                0.98543,                      1,                  0.995,                0.92536,                0.40567,                0.39226,                0.81398,               0.061215,              0.0042149,              0.0042149
                     11,                0.52588,                0.49908,                0.85796,                0.98651,                      1,                  0.995,                0.89551,                0.48798,                 0.4055,                0.83189,               0.057598,              0.0045976,              0.0045976
                     12,                0.59352,                0.49636,                0.84979,                0.99029,                      1,                  0.995,                0.94227,                0.41582,                0.40396,                0.81607,               0.053979,              0.0049788,              0.0049788
                     13,                0.54029,                0.48185,                0.84264,                  0.988,                      1,                  0.995,                0.90376,                0.53856,                0.43296,                0.83672,               0.050358,              0.0053584,              0.0053584
                     14,                0.63776,                0.56327,                0.88406,                0.97969,                      1,                  0.995,                0.87306,                0.51658,                0.45145,                0.85041,               0.046736,              0.0057365,              0.0057365
                     15,                0.59946,                0.61633,                 0.8879,                0.98124,                      1,                  0.995,                0.91764,                0.45236,                0.45345,                0.82588,               0.043113,              0.0061129,              0.0061129
                     16,                0.60987,                0.53768,                0.86774,                0.98695,                      1,                  0.995,                 0.8953,                0.51197,                0.43581,                 0.8641,               0.039488,              0.0064877,              0.0064877
                     17,                0.59425,                0.50706,                0.85395,                0.98376,                      1,                  0.995,                0.91494,                0.43383,                0.40007,                0.82261,               0.035861,               0.006861,               0.006861
                     18,                0.62359,                0.49609,                0.86591,                0.98531,                      1,                  0.995,                 0.8955,                0.59058,                0.43851,                0.87274,               0.032233,              0.0072327,              0.0072327
                     19,                0.75363,                0.60478,                 0.9348,                0.97453,                      1,                  0.995,                0.91828,                0.47449,                0.48128,                0.82555,               0.028603,              0.0076028,              0.0076028
                     20,                0.66674,                  0.584,                0.87713,                0.98691,                      1,                  0.995,                0.91567,                0.41479,                 0.4312,                0.82014,               0.024971,              0.0079713,              0.0079713
                     21,                0.69732,                0.52248,                0.86518,                0.98772,                      1,                  0.995,                0.91193,                0.60035,                0.50552,                0.86671,               0.021338,              0.0083383,              0.0083383
                     22,                0.74025,                0.58008,                 0.9019,                0.98242,                      1,                  0.995,                0.88853,                0.45193,                0.40439,                0.82961,               0.017704,              0.0087036,              0.0087036
                     23,                0.82212,                0.55258,                0.92226,                0.98445,                      1,                  0.995,                0.88649,                0.65498,                0.46973,                0.87188,               0.014067,              0.0090674,              0.0090674
                     24,                0.78999,                0.58479,                0.91701,                0.98457,                      1,                  0.995,                0.88791,                0.51981,                 0.4331,                0.84224,                0.01043,              0.0094296,              0.0094296
                     25,                0.81316,                0.58178,                0.90662,                0.99113,                      1,                  0.995,                0.90434,                0.66051,                0.48672,                0.91208,               0.009505,               0.009505,               0.009505
                     26,                0.89171,                0.60819,                0.95963,                0.98245,                      1,                  0.995,                0.76197,                 1.0516,                0.56223,                   1.04,               0.009505,               0.009505,               0.009505
                     27,                0.80957,                0.57214,                0.94156,                0.99063,                      1,                  0.995,                0.83032,                0.66433,                0.50768,                0.92069,              0.0094852,              0.0094852,              0.0094852
                     28,                0.72592,                0.52895,                0.88993,                0.98373,                      1,                  0.995,                0.82573,                0.66423,                0.45972,                0.90607,              0.0094654,              0.0094654,              0.0094654
                     29,                0.88274,                 0.6208,                0.96127,                0.99005,                      1,                  0.995,                0.91825,                0.49068,                0.45288,                0.85458,              0.0094456,              0.0094456,              0.0094456
                     30,                0.68345,                0.58754,                0.89788,                0.98982,                      1,                  0.995,                0.92402,                0.45677,                0.47005,                0.82993,              0.0094258,              0.0094258,              0.0094258
                     31,                0.65077,                0.56589,                0.88885,                0.97697,                      1,                  0.995,                0.82129,                 0.8326,                0.50456,                0.98477,               0.009406,               0.009406,               0.009406
                     32,                0.81883,                0.59697,                0.93694,                0.96756,                      1,                  0.995,                0.87692,                  0.562,                0.49416,                0.84691,              0.0093862,              0.0093862,              0.0093862
                     33,                0.76974,                0.61341,                0.89906,                0.85491,                0.94353,                   0.97,                0.58583,                 1.5312,                 1.0574,                 1.3053,              0.0093664,              0.0093664,              0.0093664
